Id;Facility Name;VAMC System Health Services;Facility description of services;Owner
vha_575-Pain management;'Grand Junction VA Medical Center';'Pain management at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 37</strong><br /><br /><strong><>Phone:</strong> <a href="tel:+19702441326" aria-label="9 7 0. 2 4 4. 1 3 2 6.">970-244-1326</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:00 p.m. MT<br />Tuesday -  8:00 a.m. to 4:00 p.m. MT<br />Wednesday - 8:00 a.m. to 4:00 p.m. MT<br />Thursday -  8:00 a.m. to 4:00 p.m. MT<br />Friday -  8:00 a.m. to 4:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19702441326" aria-label="9 7 0. 2 4 4. 1 3 2 6.">970-244-1326</a><br /></p>';'VA Western Colorado health care'
vha_575-Palliative and hospice care;'Grand Junction VA Medical Center';'Palliative and hospice care at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br /><br /><strong><>Phone:</strong> <a href="tel:+19702632800" aria-label="9 7 0. 2 6 3. 2 8 0 0.">970-263-2800</a>, ext. 2737<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19702632800" aria-label="9 7 0. 2 6 3. 2 8 0 0.">970-263-2800</a><br /></p>';'VA Western Colorado health care'
vha_575-Patient advocates;'Grand Junction VA Medical Center';'Patient advocates at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br /><br /><strong><>Phone:</strong> <a href="tel:+19702632800" aria-label="9 7 0. 2 6 3. 2 8 0 0.">970-263-2800</a>, ext. 1-2407<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+19702632800" aria-label="9 7 0. 2 6 3. 2 8 0 0.">970-263-2800</a><br /><Strong>Additional Phone:</strong> <a href="tel:+19702632826" aria-label="9 7 0. 2 6 3. 2 8 2 6.">970-263-2826</a></p>';'VA Western Colorado health care'
vha_575-Pharmacy;'Grand Junction VA Medical Center';'Pharmacy at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />First floor<br /><strong><Room 1006>Phone:</strong> <a href="tel:+19702632800" aria-label="9 7 0. 2 6 3. 2 8 0 0.">970-263-2800</a>, select 1<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 7:00 p.m. MT<br />Tuesday -  8:00 a.m. to 7:00 p.m. MT<br />Wednesday - 8:00 a.m. to 7:00 p.m. MT<br />Thursday -  8:00 a.m. to 7:00 p.m. MT<br />Friday -  8:00 a.m. to 7:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+19702632800" aria-label="9 7 0. 2 6 3. 2 8 0 0.">970-263-2800</a><br /><Strong>Additional Phone:</strong> <a href="tel:+18662066415" aria-label="8 6 6. 2 0 6. 6 4 1 5.">866-206-6415</a></p>';'VA Western Colorado health care'
vha_575-Physical medicine and rehabilitation;'Grand Junction VA Medical Center';'Physical medicine and rehabilitation at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 45</strong><br /><br /><strong><>Phone:</strong> <a href="tel:+19702441335" aria-label="9 7 0. 2 4 4. 1 3 3 5.">970-244-1335</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:00 p.m. MT<br />Tuesday -  8:00 a.m. to 4:00 p.m. MT<br />Wednesday - 8:00 a.m. to 4:00 p.m. MT<br />Thursday -  8:00 a.m. to 4:00 p.m. MT<br />Friday -  8:00 a.m. to 4:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19702441335" aria-label="9 7 0. 2 4 4. 1 3 3 5.">970-244-1335</a><br /></p>';'VA Western Colorado health care'
vha_575-Podiatry;'Grand Junction VA Medical Center';'Podiatry at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />Fifth floor<br /><strong><>Phone:</strong> <a href="tel:+19702632821" aria-label="9 7 0. 2 6 3. 2 8 2 1.">970-263-2821</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:00 p.m. MT<br />Tuesday -  8:00 a.m. to 4:00 p.m. MT<br />Wednesday - 8:00 a.m. to 4:00 p.m. MT<br />Thursday -  8:00 a.m. to 4:00 p.m. MT<br />Friday -  8:00 a.m. to 4:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19702632821" aria-label="9 7 0. 2 6 3. 2 8 2 1.">970-263-2821</a><br /></p>';'VA Western Colorado health care'
vha_575-Primary care;'Grand Junction VA Medical Center';'Primary care at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br /><br /><strong><>Phone:</strong> <a href="tel:+19702632829" aria-label="9 7 0. 2 6 3. 2 8 2 9.">970-263-2829</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+19702632829" aria-label="9 7 0. 2 6 3. 2 8 2 9.">970-263-2829</a><br /></p>';'VA Western Colorado health care'
vha_575-Radiology;'Grand Junction VA Medical Center';'Radiology at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />Second floor<br /><strong><>Phone:</strong> <a href="tel:+19702632840" aria-label="9 7 0. 2 6 3. 2 8 4 0.">970-263-2840</a><br /><strong>Hours:</strong> <br />Monday - 7:30 a.m. to 4:30 p.m.<br />Tuesday -  7:30 a.m. to 4:30 p.m.<br />Wednesday - 7:30 a.m. to 4:30 p.m.<br />Thursday -  7:30 a.m. to 4:30 p.m.<br />Friday -  7:30 a.m. to 4:30 p.m.<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19702632840" aria-label="9 7 0. 2 6 3. 2 8 4 0.">970-263-2840</a><br /></p>';'VA Western Colorado health care'
vha_575-Recreation and creative arts therapy;'Grand Junction VA Medical Center';'Recreation and creative arts therapy at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 37</strong><br /><br /><strong><>Phone:</strong> <a href="tel:+19702420731" aria-label="9 7 0. 2 4 2. 0 7 3 1.">970-242-0731</a>, ext. 2596<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:00 p.m. MT<br />Tuesday -  8:00 a.m. to 4:00 p.m. MT<br />Wednesday - 8:00 a.m. to 4:00 p.m. MT<br />Thursday -  8:00 a.m. to 4:00 p.m. MT<br />Friday -  8:00 a.m. to 4:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+19702420731" aria-label="9 7 0. 2 4 2. 0 7 3 1.">970-242-0731</a><br /></p>';'VA Western Colorado health care'
vha_575-Rehabilitation and prosthetics;'Grand Junction VA Medical Center';'Rehabilitation and prosthetics at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 45</strong><br /><br /><strong><>Phone:</strong> <a href="tel:+19702441355" aria-label="9 7 0. 2 4 4. 1 3 5 5.">970-244-1355</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:00 p.m. MT<br />Tuesday -  8:00 a.m. to 4:00 p.m. MT<br />Wednesday - 8:00 a.m. to 4:00 p.m. MT<br />Thursday -  8:00 a.m. to 4:00 p.m. MT<br />Friday -  8:00 a.m. to 4:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19702441355" aria-label="9 7 0. 2 4 4. 1 3 5 5.">970-244-1355</a><br /></p>';'VA Western Colorado health care'
vha_575-Returning service member care;'Grand Junction VA Medical Center';'Returning service member care at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />First floor<br /><strong><Colorado Corridor, Room 1417>Phone:</strong> <a href="tel:+19702635080" aria-label="9 7 0. 2 6 3. 5 0 8 0.">970-263-5080</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:00 p.m. MT<br />Tuesday -  8:00 a.m. to 4:00 p.m. MT<br />Wednesday - 8:00 a.m. to 4:00 p.m. MT<br />Thursday -  8:00 a.m. to 4:00 p.m. MT<br />Friday -  8:00 a.m. to 4:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+19702635080" aria-label="9 7 0. 2 6 3. 5 0 8 0.">970-263-5080</a><br /></p>';'VA Western Colorado health care'
vha_575-Suicide prevention;'Grand Junction VA Medical Center';'Suicide prevention at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br /><br /><strong><>Phone:</strong> <a href="tel:+19702420731" aria-label="9 7 0. 2 4 2. 0 7 3 1.">970-242-0731</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+1" aria-label="."></a><br /></p>';'VA Western Colorado health care'
vha_575-Travel reimbursement;'Grand Junction VA Medical Center';'Travel reimbursement at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />First floor<br /><strong><Room 1608>Phone:</strong> <a href="tel:+19702420731" aria-label="9 7 0. 2 4 2. 0 7 3 1.">970-242-0731</a>, ext. 2117<br /><strong>Hours:</strong> <br />Monday - 12:30 p.m. to 3:30 p.m. MT<br />Tuesday -  12:30 p.m. to 3:30 p.m. MT<br />Wednesday - 12:30 p.m. to 3:30 p.m. MT<br />Thursday -  12:30 p.m. to 3:30 p.m. MT<br />Friday -  12:30 p.m. to 3:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> N<br /><strong>Walk-ins accepted?</strong> Y<br /><strong>Phone: </strong><a href="tel:+19702420731" aria-label="9 7 0. 2 4 2. 0 7 3 1.">970-242-0731</a><br /></p>';'VA Western Colorado health care'
vha_575-Whole health;'Grand Junction VA Medical Center';'Whole health at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />Second floor<br /><strong><>Phone:</strong> <a href="tel:+19702635014" aria-label="9 7 0. 2 6 3. 5 0 1 4.">970-263-5014</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:00 p.m. MT<br />Tuesday -  8:00 a.m. to 4:00 p.m. MT<br />Wednesday - 8:00 a.m. to 4:00 p.m. MT<br />Thursday -  8:00 a.m. to 4:00 p.m. MT<br />Friday -  8:00 a.m. to 4:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19702635014" aria-label="9 7 0. 2 6 3. 5 0 1 4.">970-263-5014</a><br /></p>';'VA Western Colorado health care'
vha_575-Women Veteran care;'Grand Junction VA Medical Center';'Women Veteran care at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><strong>Building 1</strong><br />Room 1412<br /><strong><>Phone:</strong> <a href="tel:+19702420731" aria-label="9 7 0. 2 4 2. 0 7 3 1.">970-242-0731</a>, ext. 2508<br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:00 p.m. MT<br />Tuesday -  8:00 a.m. to 4:00 p.m. MT<br />Wednesday - 8:00 a.m. to 4:00 p.m. MT<br />Thursday -  8:00 a.m. to 4:00 p.m. MT<br />Friday -  8:00 a.m. to 4:00 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19702420731" aria-label="9 7 0. 2 4 2. 0 7 3 1.">970-242-0731</a><br /></p>';'VA Western Colorado health care'
vha_575QA-Diabetes;'Glenwood Springs VA Clinic';'Diabetes at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2425 South Grand Avenue, Suite 101<br /><strong><Glenwood Springs, CO 81601-4181>Phone:</strong> <a href="tel:+19709451007" aria-label="9 7 0. 9 4 5. 1 0 0 7.">970-945-1007</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19709451007" aria-label="9 7 0. 9 4 5. 1 0 0 7.">970-945-1007</a><br /></p>';'VA Western Colorado health care'
vha_575QA-Laboratory and pathology;'Glenwood Springs VA Clinic';'Laboratory and pathology at VA Western Colorado health care';'<h3>Location and contact information</h3><p class="va-address-block"><br />2425 South Grand Avenue, Suite 101<br /><strong><Glenwood Springs, CO 81601-4181>Phone:</strong> <a href="tel:+19709451007" aria-label="9 7 0. 9 4 5. 1 0 0 7.">970-945-1007</a><br /><strong>Hours:</strong> <br />Monday - 8:00 a.m. to 4:30 p.m. MT<br />Tuesday -  8:00 a.m. to 4:30 p.m. MT<br />Wednesday - 8:00 a.m. to 4:30 p.m. MT<br />Thursday -  8:00 a.m. to 4:30 p.m. MT<br />Friday -  8:00 a.m. to 4:30 p.m. MT<br />Saturday - Closed <br />Sunday - Closed <br /><h3>Appointments</h3><p>Contact us to schedule, reschedule, or cancel your appointment.  If a referral is required, you will need to contact your primary care provider first.</p><p><strong>Referral needed? </strong> Y<br /><strong>Walk-ins accepted?</strong> N<br /><strong>Phone: </strong><a href="tel:+19709451007" aria-label="9 7 0. 9 4 5. 1 0 0 7.">970-945-1007</a><br /></p>';'VA Western Colorado health care'
