Id ;Facility Name;VAMC System Health Service;Facility description of services;Owner
vha_673BZ - Pharmacy;'New Port Richey VA Clinic';'Pharmacy at VA Tampa health care';'';'VA Tampa health care'
vha_673BZ - Physical therapy, occupational therapy and kinesiotherapy;'New Port Richey VA Clinic';'Physical therapy, occupational therapy and kinesiotherapy at VA Tampa health care';'';'VA Tampa health care'
vha_673BZ - Rehabilitation and prosthetics;'New Port Richey VA Clinic';'Rehabilitation and prosthetics at VA Tampa health care';'';'VA Tampa health care'
vha_673BZ - Radiology;'New Port Richey VA Clinic';'Radiology at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Audiology and speech;'South Hillsborough VA Clinic';'Audiology and speech at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Nutrition, food, and dietary care;'South Hillsborough VA Clinic';'Nutrition, food, and dietary care at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Primary care;'South Hillsborough VA Clinic';'Primary care at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Laboratory and pathology;'South Hillsborough VA Clinic';'Laboratory and pathology at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Mental health care;'South Hillsborough VA Clinic';'Mental health care at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Patient advocates;'South Hillsborough VA Clinic';'Patient advocates at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Pharmacy;'South Hillsborough VA Clinic';'Pharmacy at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Physical medicine and rehabilitation;'South Hillsborough VA Clinic';'Physical medicine and rehabilitation at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Podiatry;'South Hillsborough VA Clinic';'Podiatry at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Rehabilitation and prosthetics;'South Hillsborough VA Clinic';'Rehabilitation and prosthetics at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Radiology;'South Hillsborough VA Clinic';'Radiology at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Pulmonary medicine;'South Hillsborough VA Clinic';'Pulmonary medicine at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Social work;'South Hillsborough VA Clinic';'Social work at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Telehealth;'South Hillsborough VA Clinic';'Telehealth at VA Tampa health care';'';'VA Tampa health care'
vha_673GG - Women Veteran care;'South Hillsborough VA Clinic';'Women Veteran care at VA Tampa health care';'';'VA Tampa health care'
vha_673GF - Cardiology;'Zephyrhills VA Clinic';'Cardiology at VA Tampa health care';'';'VA Tampa health care'
vha_673GF - Laboratory and pathology;'Zephyrhills VA Clinic';'Laboratory and pathology at VA Tampa health care';'';'VA Tampa health care'
vha_673GF - Mental health care;'Zephyrhills VA Clinic';'Mental health care at VA Tampa health care';'';'VA Tampa health care'
vha_673GF - My HealtheVet coordinator;'Zephyrhills VA Clinic';'My HealtheVet coordinator at VA Tampa health care';'';'VA Tampa health care'
vha_673GF - Pharmacy;'Zephyrhills VA Clinic';'Pharmacy at VA Tampa health care';'';'VA Tampa health care'
vha_673GF - Primary care;'Zephyrhills VA Clinic';'Primary care at VA Tampa health care';'';'VA Tampa health care'
vha_673GF - Telehealth;'Zephyrhills VA Clinic';'Telehealth at VA Tampa health care';'';'VA Tampa health care'
vha_673GF - Women Veteran care;'Zephyrhills VA Clinic';'Women Veteran care at VA Tampa health care';'';'VA Tampa health care'
vha_548 - Addiction and substance abuse care;'West Palm Beach VA Medical Center';'Addiction and substance abuse care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Mental health care;'West Palm Beach VA Medical Center';'Mental health care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Allergy, asthma and immunology;'West Palm Beach VA Medical Center';'Allergy, asthma and immunology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Anesthesia;'West Palm Beach VA Medical Center';'Anesthesia at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Audiology and speech;'West Palm Beach VA Medical Center';'Audiology and speech at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Blind and low vision rehabilitation;'West Palm Beach VA Medical Center';'Blind and low vision rehabilitation at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Primary care;'West Palm Beach VA Medical Center';'Primary care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Cardiology;'West Palm Beach VA Medical Center';'Cardiology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Caregiver support;'West Palm Beach VA Medical Center';'Caregiver support at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Pulmonary medicine;'West Palm Beach VA Medical Center';'Pulmonary medicine at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Extended care and rehabilitation;'West Palm Beach VA Medical Center';'Extended care and rehabilitation at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Critical care;'West Palm Beach VA Medical Center';'Critical care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Palliative and hospice care;'West Palm Beach VA Medical Center';'Palliative and hospice care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Dental/oral surgery;'West Palm Beach VA Medical Center';'Dental/oral surgery at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Dermatology;'West Palm Beach VA Medical Center';'Dermatology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Diabetic care;'West Palm Beach VA Medical Center';'Diabetic care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Vocational rehabilitation and employment programs;'West Palm Beach VA Medical Center';'Vocational rehabilitation and employment programs at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Neurology;'West Palm Beach VA Medical Center';'Neurology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Endocrinology;'West Palm Beach VA Medical Center';'Endocrinology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Gastroenterology;'West Palm Beach VA Medical Center';'Gastroenterology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Vascular surgery;'West Palm Beach VA Medical Center';'Vascular surgery at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Geriatrics;'West Palm Beach VA Medical Center';'Geriatrics at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Gynecology;'West Palm Beach VA Medical Center';'Gynecology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Homeless Veteran care;'West Palm Beach VA Medical Center';'Homeless Veteran care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Returning service member care;'West Palm Beach VA Medical Center';'Returning service member care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Hematology/oncology;'West Palm Beach VA Medical Center';'Hematology/oncology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Infectious disease;'West Palm Beach VA Medical Center';'Infectious disease at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Intimate partner violence support;'West Palm Beach VA Medical Center';'Intimate partner violence support at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - LGBT Veteran care;'West Palm Beach VA Medical Center';'LGBT Veteran care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Military sexual trauma care;'West Palm Beach VA Medical Center';'Military sexual trauma care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Minority Veteran care;'West Palm Beach VA Medical Center';'Minority Veteran care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Nephrology;'West Palm Beach VA Medical Center';'Nephrology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Nutrition, food, and dietary care;'West Palm Beach VA Medical Center';'Nutrition, food, and dietary care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Physical therapy, occupational therapy and kinesiotherapy;'West Palm Beach VA Medical Center';'Physical therapy, occupational therapy and kinesiotherapy at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Ophthalmology;'West Palm Beach VA Medical Center';'Ophthalmology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Optometry;'West Palm Beach VA Medical Center';'Optometry at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Orthopedics;'West Palm Beach VA Medical Center';'Orthopedics at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Otolaryngology;'West Palm Beach VA Medical Center';'Otolaryngology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Patient advocates;'West Palm Beach VA Medical Center';'Patient advocates at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Pharmacy;'West Palm Beach VA Medical Center';'Pharmacy at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Physical medicine and rehabilitation;'West Palm Beach VA Medical Center';'Physical medicine and rehabilitation at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Plastic and reconstructive surgery;'West Palm Beach VA Medical Center';'Plastic and reconstructive surgery at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Podiatry;'West Palm Beach VA Medical Center';'Podiatry at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - PTSD care;'West Palm Beach VA Medical Center';'PTSD care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Amputation care;'West Palm Beach VA Medical Center';'Amputation care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Psychology;'West Palm Beach VA Medical Center';'Psychology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Urology;'West Palm Beach VA Medical Center';'Urology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Recreation and creative arts therapy;'West Palm Beach VA Medical Center';'Recreation and creative arts therapy at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Rheumatology;'West Palm Beach VA Medical Center';'Rheumatology at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Sleep medicine;'West Palm Beach VA Medical Center';'Sleep medicine at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Smoking and tobacco cessation;'West Palm Beach VA Medical Center';'Smoking and tobacco cessation at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Social work;'West Palm Beach VA Medical Center';'Social work at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Spinal cord injury and disorders;'West Palm Beach VA Medical Center';'Spinal cord injury and disorders at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Pain management;'West Palm Beach VA Medical Center';'Pain management at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Suicide prevention;'West Palm Beach VA Medical Center';'Suicide prevention at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Surgery;'West Palm Beach VA Medical Center';'Surgery at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Thoracic surgery;'West Palm Beach VA Medical Center';'Thoracic surgery at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - MOVE! weight management;'West Palm Beach VA Medical Center';'MOVE! weight management at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Rehabilitation and prosthetics;'West Palm Beach VA Medical Center';'Rehabilitation and prosthetics at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Whole health;'West Palm Beach VA Medical Center';'Whole health at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Women Veteran care;'West Palm Beach VA Medical Center';'Women Veteran care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548 - Wound care and ostomy;'West Palm Beach VA Medical Center';'Wound care and ostomy at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GD - Extended care and rehabilitation;'Boca Raton VA Clinic';'Extended care and rehabilitation at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GD - Mental health care;'Boca Raton VA Clinic';'Mental health care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GD - Nutrition, food, and dietary care;'Boca Raton VA Clinic';'Nutrition, food, and dietary care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GD - Advice nurse;'Boca Raton VA Clinic';'Advice nurse at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GD - Primary care;'Boca Raton VA Clinic';'Primary care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GD - Internal medicine;'Boca Raton VA Clinic';'Internal medicine at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GD - Social work;'Boca Raton VA Clinic';'Social work at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GB - Extended care and rehabilitation;'Delray Beach VA Clinic';'Extended care and rehabilitation at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GB - Mental health care;'Delray Beach VA Clinic';'Mental health care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GB - Nutrition, food, and dietary care;'Delray Beach VA Clinic';'Nutrition, food, and dietary care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GB - Advice nurse;'Delray Beach VA Clinic';'Advice nurse at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GB - Primary care;'Delray Beach VA Clinic';'Primary care at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GB - Internal medicine;'Delray Beach VA Clinic';'Internal medicine at VA West Palm Beach health care';'';'VA West Palm Beach health care'
vha_548GB - Social work;'Delray Beach VA Clinic';'Social work at VA West Palm Beach health care';'';'VA West Palm Beach health care'
