Id;Health Service;Full Upload;Health System;Owner
Pharmacy - VA San Francisco health care;'Pharmacy';'<h3>Care we provide at VA San Francisco health care</h3><p>Our pharmacy provides you and other Veterans with convenient, efficient service to make it easy to get your medications and medical supplies. You can:</p> <ul><li>Pick up new prescriptions in person</li><li>Refill prescriptions online and by phone or mail</li><li>Breast reduction and reconstruction surgery</li><li>Skin grafts to treat burns, injuries, or illnesses, which involves removing skin from one part of your body and grafting it to another</li><li>Nasal reconstruction surgery to change the shape of your nose</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Podiatry - VA San Francisco health care;'Podiatry';'<h3>Care we provide at VA San Francisco health care</h3><p>After years of walking, running, marching, jumping, rappelling, and parachuting, many Veterans experience trouble with their feet and ankles. We can help treat those problems so you can continue to enjoy an active lifestyle. Our podiatry services include:</p> <ul><li>Arthritis care for inflamed, swollen, or damaged joints</li><li>Foot and ankle fracture treatment, repair of cartilage, torn tendons and ligaments </li><li>Posttraumatic stress disorder (PTSD) and combat-related stress disorder </li><li>Emotional issues like anger management and relationship challenges, confused thinking, memory problems, and invasive thoughts or ideas </li><li>Aggressive or self-harming behaviors </li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Rehabilitation and prosthetics - VA San Francisco health care;'Rehabilitation and prosthetics';'<h3>Care we provide at VA San Francisco health care</h3><p>VA is the world’s largest and most comprehensive provider of sensory aides and prosthetic devices. Veterans enrolled in the VA health care system and referred by a physical medicine and rehabilitation physician can receive a full range of services and equipment like: </p> <ul><li>Artificial limbs and surgical implants, including artificial joints and pacemakers</li><li>Wheelchairs and other medical devices</li><li>Study your brain waves during sleep</li><li>Evaluate possible causes for your excessive sleepiness</li><li>Conduct sleep tests performed at home or in the lab</li><li>Work with your doctors if you need surgery or dental appliances to help you get a good night’s sleep</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Recreation and creative arts therapy - VA San Francisco health care;'Recreation and creative arts therapy';'<h3>Care we provide at VA San Francisco health care</h3><p>Our therapies promote your independence and enhance your health and well-being if you’re a Veteran with an injury, chronic (long-lasting) illness, or disabling condition. After your primary health care provider gives you a referral, a recreation therapist will develop treatment goals for you.</p> <ul><li>Recreation and creative arts therapy provides services and activities that include:</li><li>Animal interaction</li><li>Mental and behavioral health services</li><li>Family benefits counseling and assistance</li><li>Referral assistance</li><li>Learn more and connect with a coordinator</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Social work - VA San Francisco health care;'Social work';'<h3>Care we provide at VA San Francisco health care</h3><p>Social work is integral to health care. We can help you and your family manage stress-related problems due to injury or illness, and find VA community resources to meet your needs like:</p> <ul><li>Home health services  </li><li>Legal services </li><li>Gun safety locks</li><li>Learn more and connect with a care coordinator. (Link to Suicide Prevention page)</li><li>Learn more and connect with a care coordinator</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Suicide prevention - VA San Francisco health care;'Suicide prevention';'<h3>Care we provide at VA San Francisco health care</h3><p>We work with behavioral health providers and community organizations to help you and your family during times of crisis. We offer:</p> <ul><li>Suicide prevention care coordinators</li><li>Suicide prevention case managers</li><li>Bariatric surgery (visit remotely with your weight-loss surgery team before and after your operation) </li><li>Dermatology </li><li>Rehabilitation</li><li>Primary care</li><li>Learn more about telehealth  https://www.telehealth.va.gov/</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Advice nurse - VA San Francisco health care;'Advice nurse';'<h3>Care we provide at VA San Francisco health care</h3><p>The registered nurses on our Nurse Advice Line provide you and your family with helpful medical advice and free, confidential answers to many of your health care questions. Call anytime. We’re here 24 hours a day, 7 days a week. In addition, our nurses can: </p> <ul><li>Help you manage many of your basic health care needs</li><li>Answer questions about your current medications or medical condition</li><li>Monitoring your breathing and vital body functions while you’re under anesthesia</li><li>Working with the rest of your care team to manage your pain medications after your operation</li><li>Coordinating care with your other healthcare professionals to facilitate a smooth transition from hospital to home</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Vascular surgery - VA San Francisco health care;'Vascular surgery';'<h3>Care we provide at VA San Francisco health care</h3><p>Our vascular surgeons treat illnesses of your arteries and veins. Our surgeons can treat these problems with medication and exercise. Vascular illness causes include atherosclerosis caused by the buildup of plaque in your arteries, blockage by a blood clot or fatty deposit, inflammation, (vasculitis), and trauma or injury</p> <ul><li>Arteriosclerosis (caused by the buildup of plaque in your arteries that restricts blood flow to your organs and tissues)</li><li>Aortic aneurysm and aortic valve disease</li><li>Yoga, tai chi, and qi gong classes </li><li>Massage and manual therapy</li><li>Learn more about VA whole health  https://www.va.gov/wholehealth/</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Audiology and speech - VA San Francisco health care;'Audiology and speech';'<h3>Care we provide at VA San Francisco health care</h3><p>Our Audiology and Speech Pathology clinic provides diagnostic and rehabilitative services, VA compensation and pension examinations, and screening for employee hearing conservation.<br />We offer a full range of audiology and speech pathology services like:</p> <ul><li>Hearing and balance evaluations</li><li>Selection, management, and repair of hearing aids and assistive listening device assessments </li><li>Treating your heart vessels with nonsurgical or minimally invasive operations that open and support them through balloon angioplasty or stent placement</li><li>Noninvasively monitoring you for changes in heart rhythm, using electrocardiograms (EKGs or ECGs), portable Holt monitors, or ultrasound</li><li>Performing surgical treatments like pacemaker implants or cardiac catheterization (inserting a long, thin tube into an artery or vein)</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
Whole health - VA San Francisco health care;'Whole health';'<h3>Care we provide at VA San Francisco health care</h3><p>Our whole health approach empowers and equips you to take charge of your health, well-being, and quality of life. Whole health goes beyond your illnesses, injuries, or disabilities, and focuses instead on your values, goals, and overall health. It includes self-care and complementary therapies along with conventional medical care. Our whole health program includes:</p> <ul><li>Acupuncture to help you manage pain without drugs</li><li>Meditation and mindfulness training</li></ul>';'VA San Francisco health care';'VA San Francisco health care'
